pole_id,lat,lon,feeder_id,dt_id,seq_on_line,parent_pole_id,pole_type,ward,pincode,device_id
P-000487,12.948031,77.594905,F-07-03,D-0008,22,P-000484,LT-8m-PCC,W-56,560078,KSPDB-SD07-D-0008-487
P-000488,12.947827,77.595046,F-07-03,D-0008,22,P-000484,LT-8m-Steel,W-28,560078,
P-000489,12.948009,77.594822,F-07-03,D-0008,23,P-000487,LT-8m-Steel,W-27,,KSPDB-SD07-D-0008-489
P-000490,12.947904,77.594724,F-07-03,D-0008,23,P-000487,LT-8m-Steel,W-37,560078,KSPDB-SD07-D-0008-490
P-000491,12.948021,77.594749,F-07-03,D-0008,24,P-000490,LT-8m-PCC,W-44,560078,KSPDB-SD07-D-0008-491
P-000492,12.948198,77.59493,F-07-03,D-0008,23,P-000487,LT-9m-PCC,W-38,,KSPDB-SD07-D-0008-492
P-000493,12.947712,77.595028,F-07-03,D-0008,23,P-000488,LT-8m-PCC,W-11,560078,KSPDB-SD07-D-0008-493
P-000494,12.947907,77.595163,F-07-03,D-0008,24,P-000493,LT-8m-Steel,W-16,560078,KSPDB-SD07-D-0008-494
P-000495,12.948098,77.594847,F-07-03,D-0008,24,P-000490,LT-8m-Steel,W-87,560078,KSPDB-SD07-D-0008-495
P-000496,12.948287,77.594769,F-07-03,D-0008,25,P-000495,LT-8m-Steel,W-27,560078,KSPDB-SD07-D-0008-496
P-000497,12.947726,77.595107,F-07-03,D-0008,24,P-000493,LT-8m-PCC,W-11,560078,KSPDB-SD07-D-0008-497
P-000498,12.947757,77.594961,F-07-03,D-0008,25,P-000497,LT-9m-PCC,W-79,560078,KSPDB-SD07-D-0008-498
P-000499,12.947788,77.595183,F-07-03,D-0008,25,P-000497,LT-9m-PCC,W-14,560078,KSPDB-SD07-D-0008-499
P-000500,12.947839,77.595096,F-07-03,D-0008,26,P-000499,LT-9m-PCC,W-84,560078,KSPDB-SD07-D-0008-500
P-000501,12.947863,77.595053,F-07-03,D-0008,26,P-000498,LT-8m-Steel,W-56,560078,KSPDB-SD07-D-0008-501
P-000502,12.947921,77.595229,F-07-03,D-0008,27,P-000501,LT-8m-PCC,W-31,560078,KSPDB-SD07-D-0008-502
P-000503,12.947742,77.59508,F-07-03,D-0008,27,P-000500,LT-8m-PCC,W-23,,KSPDB-SD07-D-0008-503
P-000504,12.948047,77.59503,F-07-03,D-0008,27,P-000501,LT-8m-PCC,W-20,560078,KSPDB-SD07-D-0008-504
P-000505,12.947824,77.594919,F-07-03,D-0008,28,P-000503,LT-8m-Steel,W-58,560078,KSPDB-SD07-D-0008-505
P-000506,12.948009,77.595033,F-07-03,D-0008,27,P-000501,LT-8m-Steel,W-37,560078,
P-000507,12.947799,77.595329,F-07-03,D-0008,28,P-000502,LT-9m-PCC,W-38,560078,KSPDB-SD07-D-0008-507
P-000508,12.947854,77.595137,F-07-03,D-0008,29,P-000507,LT-8m-Steel,W-14,560078,KSPDB-SD07-D-0008-508
P-000509,12.948196,77.595076,F-07-03,D-0008,28,P-000506,LT-8m-Steel,W-62,,KSPDB-SD07-D-0008-509
P-000510,12.947981,77.595507,F-07-03,D-0008,29,P-000507,LT-8m-Steel,W-23,560078,KSPDB-SD07-D-0008-510
P-000511,12.947898,77.595088,F-07-03,D-0008,30,P-000508,LT-9m-PCC,W-13,560078,KSPDB-SD07-D-0008-511
P-000512,12.947727,77.595273,F-07-03,D-0008,30,P-000508,LT-8m-PCC,W-15,,KSPDB-SD07-D-0008-512
P-000513,12.947788,77.595136,F-07-03,D-0008,31,P-000511,LT-8m-Steel,W-38,560078,KSPDB-SD07-D-0008-513
P-000514,12.947873,77.59527,F-07-03,D-0008,31,P-000511,LT-8m-PCC,W-65,560078,KSPDB-SD07-D-0008-514
P-000515,12.947982,77.595118,F-07-03,D-0008,32,P-000514,LT-8m-PCC,W-22,560078,KSPDB-SD07-D-0008-515
P-000516,12.948071,77.595012,F-07-03,D-0008,33,P-000515,LT-8m-Steel,W-62,560078,KSPDB-SD07-D-0008-516
P-000517,12.947926,77.595069,F-07-03,D-0008,33,P-000515,LT-8m-PCC,W-70,560078,KSPDB-SD07-D-0008-517
P-000518,12.9476,77.595011,F-07-03,D-0008,32,P-000513,LT-8m-Steel,W-88,560078,KSPDB-SD07-D-0008-518
P-000519,12.947968,77.595258,F-07-03,D-0008,33,P-000515,LT-8m-PCC,W-63,560078,KSPDB-SD07-D-0008-519
P-000520,12.94765,77.595024,F-07-03,D-0008,33,P-000518,LT-9m-PCC,W-68,560078,KSPDB-SD07-D-0008-520
P-000521,12.948057,77.595043,F-07-03,D-0008,34,P-000517,LT-8m-PCC,W-69,560078,KSPDB-SD07-D-0008-521
P-000522,12.94741,77.595097,F-07-03,D-0008,33,P-000518,LT-8m-Steel,W-46,560078,KSPDB-SD07-D-0008-522
P-000523,12.984191,77.589768,F-07-03,D-0009,1,,LT-9m-PCC,W-71,560078,KSPDB-SD07-D-0009-523
P-000524,12.984365,77.589677,F-07-03,D-0009,2,P-000523,LT-9m-PCC,W-45,560078,KSPDB-SD07-D-0009-524
P-000525,12.984377,77.589886,F-07-03,D-0009,2,P-000523,LT-8m-PCC,W-46,560078,KSPDB-SD07-D-0009-525
P-000526,12.984321,77.589945,F-07-03,D-0009,2,P-000523,LT-9m-PCC,W-77,560078,KSPDB-SD07-D-0009-526
P-000527,12.984511,77.589868,F-07-03,D-0009,3,P-000524,LT-9m-PCC,W-73,560078,KSPDB-SD07-D-0009-527
P-000528,12.984537,77.590077,F-07-03,D-0009,3,P-000525,LT-8m-Steel,W-73,560078,KSPDB-SD07-D-0009-528
P-000529,12.984296,77.58975,F-07-03,D-0009,3,P-000526,LT-9m-PCC,W-55,560078,KSPDB-SD07-D-0009-529
P-000530,12.984402,77.590019,F-07-03,D-0009,3,P-000526,LT-8m-PCC,W-60,560078,KSPDB-SD07-D-0009-530
P-000531,12.984665,77.589881,F-07-03,D-0009,4,P-000527,LT-8m-PCC,W-32,560078,KSPDB-SD07-D-0009-531
P-000532,12.984719,77.589999,F-07-03,D-0009,5,P-000531,LT-8m-PCC,W-85,560078,KSPDB-SD07-D-0009-532
P-000533,12.984746,77.590058,F-07-03,D-0009,5,P-000531,LT-8m-Steel,W-80,560078,KSPDB-SD07-D-0009-533
P-000534,12.984315,77.589561,F-07-03,D-0009,4,P-000529,LT-9m-PCC,W-12,560078,KSPDB-SD07-D-0009-534
P-000535,12.984697,77.589901,F-07-03,D-0009,6,P-000533,LT-9m-PCC,W-63,560078,KSPDB-SD07-D-0009-535
P-000536,12.984829,77.589847,F-07-03,D-0009,6,P-000532,LT-8m-PCC,W-84,560078,KSPDB-SD07-D-0009-536
P-000537,12.984152,77.589729,F-07-03,D-0009,5,P-000534,LT-8m-PCC,W-65,560078,KSPDB-SD07-D-0009-537
P-000538,12.984526,77.589912,F-07-03,D-0009,7,P-000535,LT-9m-PCC,W-58,560078,KSPDB-SD07-D-0009-538
P-000539,12.984571,77.589755,F-07-03,D-0009,8,P-000538,LT-8m-Steel,W-49,560078,KSPDB-SD07-D-0009-539
P-000540,12.984818,77.589864,F-07-03,D-0009,7,P-000536,LT-9m-PCC,W-51,560078,KSPDB-SD07-D-0009-540
P-000541,12.98415,77.589805,F-07-03,D-0009,6,P-000537,LT-8m-PCC,W-18,560078,KSPDB-SD07-D-0009-541
P-000542,12.984828,77.589665,F-07-03,D-0009,8,P-000540,LT-9m-PCC,W-52,560078,
P-000543,12.983995,77.589646,F-07-03,D-0009,7,P-000541,LT-9m-PCC,W-30,560078,KSPDB-SD07-D-0009-543
P-000544,12.984787,77.589655,F-07-03,D-0009,9,P-000542,LT-8m-Steel,W-86,560078,KSPDB-SD07-D-0009-544
P-000545,12.984868,77.589663,F-07-03,D-0009,10,P-000544,LT-9m-PCC,W-68,560078,KSPDB-SD07-D-0009-545
P-000546,12.98382,77.58947,F-07-03,D-0009,8,P-000543,LT-9m-PCC,W-16,560078,KSPDB-SD07-D-0009-546
P-000547,12.984909,77.589646,F-07-03,D-0009,9,P-000542,LT-8m-PCC,W-29,560078,KSPDB-SD07-D-0009-547
P-000548,12.984101,77.589453,F-07-03,D-0009,8,P-000543,LT-8m-Steel,W-45,560078,KSPDB-SD07-D-0009-548
P-000549,12.983637,77.589297,F-07-03,D-0009,9,P-000546,LT-8m-PCC,W-39,560078,KSPDB-SD07-D-0009-549
P-000550,12.983521,77.589175,F-07-03,D-0009,10,P-000549,LT-8m-Steel,W-22,560078,KSPDB-SD07-D-0009-550
P-000551,12.983616,77.589269,F-07-03,D-0009,10,P-000549,LT-8m-Steel,W-29,560078,KSPDB-SD07-D-0009-551
P-000552,12.984719,77.589794,F-07-03,D-0009,10,P-000547,LT-9m-PCC,W-13,560078,KSPDB-SD07-D-0009-552
P-000553,12.983698,77.589244,F-07-03,D-0009,10,P-000549,LT-9m-PCC,W-18,560078,KSPDB-SD07-D-0009-553
P-000554,12.983885,77.58944,F-07-03,D-0009,11,P-000553,LT-8m-PCC,W-89,560078,KSPDB-SD07-D-0009-554
P-000555,12.983836,77.589068,F-07-03,D-0009,11,P-000553,LT-8m-Steel,W-40,560078,KSPDB-SD07-D-0009-555
P-000556,12.983864,77.589105,F-07-03,D-0009,12,P-000555,LT-9m-PCC,W-95,560078,KSPDB-SD07-D-0009-556
P-000557,12.983755,77.589095,F-07-03,D-0009,11,P-000553,LT-9m-PCC,W-76,560078,KSPDB-SD07-D-0009-557
P-000558,12.983706,77.589517,F-07-03,D-0009,12,P-000554,LT-8m-PCC,W-25,560078,KSPDB-SD07-D-0009-558
P-000559,12.983753,77.589336,F-07-03,D-0009,13,P-000558,LT-9m-PCC,W-46,560078,KSPDB-SD07-D-0009-559
P-000560,12.98372,77.589265,F-07-03,D-0009,12,P-000557,LT-9m-PCC,W-58,560078,KSPDB-SD07-D-0009-560
P-000561,12.983712,77.58942,F-07-03,D-0009,14,P-000559,LT-9m-PCC,W-27,560078,KSPDB-SD07-D-0009-561
P-000562,12.983818,77.589148,F-07-03,D-0009,14,P-000559,LT-9m-PCC,W-38,560078,
P-000563,12.983693,77.589192,F-07-03,D-0009,13,P-000560,LT-9m-PCC,W-37,560078,KSPDB-SD07-D-0009-563
P-000564,12.983522,77.589306,F-07-03,D-0009,13,P-000560,LT-8m-Steel,W-32,560078,KSPDB-SD07-D-0009-564
P-000565,12.983579,77.588993,F-07-03,D-0009,14,P-000563,LT-9m-PCC,W-65,560078,KSPDB-SD07-D-0009-565
P-000566,12.983582,77.589282,F-07-03,D-0009,14,P-000564,LT-8m-PCC,W-42,560078,KSPDB-SD07-D-0009-566
P-000567,12.983534,77.589048,F-07-03,D-0009,14,P-000563,LT-8m-PCC,W-87,560078,KSPDB-SD07-D-0009-567
P-000568,12.98357,77.589211,F-07-03,D-0009,14,P-000563,LT-9m-PCC,W-29,560078,KSPDB-SD07-D-0009-568
P-000569,12.983471,77.589416,F-07-03,D-0009,14,P-000564,LT-8m-Steel,W-39,560078,KSPDB-SD07-D-0009-569
P-000570,12.983632,77.589019,F-07-03,D-0009,15,P-000567,LT-8m-Steel,W-30,560078,KSPDB-SD07-D-0009-570
P-000571,12.983496,77.589272,F-07-03,D-0009,15,P-000569,LT-8m-Steel,W-72,560078,KSPDB-SD07-D-0009-571
P-000572,12.973672,77.575762,F-07-05,D-0010,1,,LT-8m-PCC,W-28,560078,KSPDB-SD07-D-0010-572
P-000573,12.973638,77.575828,F-07-05,D-0010,2,P-000572,LT-9m-PCC,W-52,560078,KSPDB-SD07-D-0010-573
P-000574,12.973494,77.575693,F-07-05,D-0010,2,P-000572,LT-8m-PCC,W-51,560078,KSPDB-SD07-D-0010-574
P-000575,12.973811,77.575691,F-07-05,D-0010,3,P-000573,LT-9m-PCC,W-59,560078,KSPDB-SD07-D-0010-575
P-000576,12.973857,77.575513,F-07-05,D-0010,4,P-000575,LT-8m-Steel,W-43,560078,
P-000577,12.974036,77.575695,F-07-05,D-0010,5,P-000576,LT-9m-PCC,W-99,560078,KSPDB-SD07-D-0010-577
P-000578,12.973623,77.575726,F-07-05,D-0010,3,P-000573,LT-8m-Steel,W-94,560078,KSPDB-SD07-D-0010-578
P-000579,12.973816,77.575704,F-07-05,D-0010,4,P-000575,LT-9m-PCC,W-99,560078,KSPDB-SD07-D-0010-579
P-000580,12.973774,77.575882,F-07-05,D-0010,4,P-000578,LT-8m-Steel,W-86,560078,KSPDB-SD07-D-0010-580
P-000581,12.973789,77.575549,F-07-05,D-0010,4,P-000578,LT-8m-PCC,W-35,560078,KSPDB-SD07-D-0010-581
P-000582,12.9739,77.575547,F-07-05,D-0010,6,P-000577,LT-8m-Steel,W-31,560078,KSPDB-SD07-D-0010-582
P-000583,12.973854,77.575528,F-07-05,D-0010,5,P-000579,LT-8m-PCC,W-60,560078,KSPDB-SD07-D-0010-583
P-000584,12.97403,77.575528,F-07-05,D-0010,7,P-000582,LT-9m-PCC,W-14,560078,KSPDB-SD07-D-0010-584
P-000585,12.973787,77.575394,F-07-05,D-0010,7,P-000582,LT-8m-Steel,W-66,560078,KSPDB-SD07-D-0010-585
P-000586,12.973811,77.575715,F-07-05,D-0010,7,P-000582,LT-8m-PCC,W-68,560078,
P-000587,12.973954,77.575746,F-07-05,D-0010,7,P-000582,LT-8m-PCC,W-36,560078,
P-000588,12.973684,77.575541,F-07-05,D-0010,8,P-000586,LT-9m-PCC,W-54,560078,KSPDB-SD07-D-0010-588
P-000589,12.97379,77.575684,F-07-05,D-0010,9,P-000588,LT-8m-Steel,W-73,560078,KSPDB-SD07-D-0010-589
P-000590,12.973628,77.575416,F-07-05,D-0010,9,P-000588,LT-9m-PCC,W-44,560078,KSPDB-SD07-D-0010-590
P-000591,12.973921,77.575617,F-07-05,D-0010,10,P-000589,LT-9m-PCC,W-44,560078,KSPDB-SD07-D-0010-591
P-000592,12.974101,77.575419,F-07-05,D-0010,11,P-000591,LT-8m-Steel,W-97,560078,
P-000593,12.973926,77.575493,F-07-05,D-0010,10,P-000589,LT-8m-PCC,W-15,560078,KSPDB-SD07-D-0010-593
P-000594,12.973937,77.575363,F-07-05,D-0010,11,P-000593,LT-8m-Steel,W-93,560078,KSPDB-SD07-D-0010-594
P-000595,12.974032,77.575463,F-07-05,D-0010,12,P-000592,LT-8m-Steel,W-31,560078,KSPDB-SD07-D-0010-595
P-000596,12.974071,77.57557,F-07-05,D-0010,11,P-000593,LT-8m-Steel,W-72,560078,KSPDB-SD07-D-0010-596
P-000597,12.973895,77.575418,F-07-05,D-0010,12,P-000594,LT-8m-PCC,W-60,560078,KSPDB-SD07-D-0010-597
P-000598,12.974067,77.575482,F-07-05,D-0010,13,P-000595,LT-8m-Steel,W-90,560078,KSPDB-SD07-D-0010-598
P-000599,12.973894,77.575681,F-07-05,D-0010,12,P-000596,LT-9m-PCC,W-33,560078,KSPDB-SD07-D-0010-599
P-000600,12.974048,77.575635,F-07-05,D-0010,13,P-000595,LT-8m-Steel,W-42,560078,
P-000601,12.973991,77.575368,F-07-05,D-0010,14,P-000598,LT-9m-PCC,W-43,560078,KSPDB-SD07-D-0010-601
P-000602,12.973772,77.575525,F-07-05,D-0010,13,P-000599,LT-8m-PCC,W-14,560078,KSPDB-SD07-D-0010-602
P-000603,12.974067,77.575817,F-07-05,D-0010,13,P-000599,LT-8m-PCC,W-39,560078,KSPDB-SD07-D-0010-603
P-000604,12.974117,77.575954,F-07-05,D-0010,14,P-000603,LT-9m-PCC,W-88,560078,
P-000605,12.973976,77.57552,F-07-05,D-0010,15,P-000601,LT-8m-Steel,W-34,560078,KSPDB-SD07-D-0010-605
P-000606,12.97381,77.575524,F-07-05,D-0010,15,P-000601,LT-8m-PCC,W-33,560078,KSPDB-SD07-D-0010-606
P-000607,12.973781,77.575444,F-07-05,D-0010,16,P-000606,LT-9m-PCC,W-20,560078,KSPDB-SD07-D-0010-607
P-000608,12.974117,77.575888,F-07-05,D-0010,14,P-000603,LT-9m-PCC,W-76,560078,KSPDB-SD07-D-0010-608
P-000609,12.974069,77.575532,F-07-05,D-0010,16,P-000605,LT-8m-Steel,W-19,560078,KSPDB-SD07-D-0010-609
P-000610,12.973915,77.575601,F-07-05,D-0010,16,P-000605,LT-9m-PCC,W-26,560078,KSPDB-SD07-D-0010-610
P-000611,12.973868,77.57533,F-07-05,D-0010,17,P-000607,LT-8m-PCC,W-33,560078,KSPDB-SD07-D-0010-611
P-000612,12.973723,77.575495,F-07-05,D-0010,17,P-000610,LT-8m-Steel,W-81,560078,KSPDB-SD07-D-0010-612
P-000613,12.974026,77.575821,F-07-05,D-0010,15,P-000608,LT-9m-PCC,W-87,560078,KSPDB-SD07-D-0010-613
P-000614,12.974044,77.575695,F-07-05,D-0010,17,P-000610,LT-8m-Steel,W-92,560078,KSPDB-SD07-D-0010-614
P-000615,12.974053,77.575203,F-07-05,D-0010,18,P-000611,LT-9m-PCC,W-56,560078,KSPDB-SD07-D-0010-615
P-000616,12.974018,77.57564,F-07-05,D-0010,16,P-000613,LT-9m-PCC,W-74,560078,KSPDB-SD07-D-0010-616
P-000617,12.974022,77.575259,F-07-05,D-0010,19,P-000615,LT-8m-PCC,W-28,,KSPDB-SD07-D-0010-617
P-000618,12.974006,77.575885,F-07-05,D-0010,18,P-000614,LT-8m-Steel,W-82,560078,KSPDB-SD07-D-0010-618
P-000619,12.974057,77.575781,F-07-05,D-0010,18,P-000614,LT-8m-PCC,W-94,560078,KSPDB-SD07-D-0010-619
P-000620,12.949963,77.595657,F-07-02,D-0011,1,,LT-8m-PCC,W-37,560078,KSPDB-SD07-D-0011-620
P-000621,12.949871,77.595463,F-07-02,D-0011,2,P-000620,LT-8m-PCC,W-21,560078,
P-000622,12.949763,77.595326,F-07-02,D-0011,3,P-000621,LT-8m-Steel,W-16,560078,KSPDB-SD07-D-0011-622
P-000623,12.949867,77.59521,F-07-02,D-0011,4,P-000622,LT-9m-PCC,W-90,560078,KSPDB-SD07-D-0011-623
P-000624,12.949969,77.595523,F-07-02,D-0011,2,P-000620,LT-8m-PCC,W-69,560078,KSPDB-SD07-D-0011-624
P-000625,12.949717,77.59562,F-07-02,D-0011,3,P-000621,LT-9m-PCC,W-41,560078,
P-000626,12.949712,77.595515,F-07-02,D-0011,3,P-000621,LT-8m-Steel,W-12,560078,KSPDB-SD07-D-0011-626
P-000627,12.949518,77.595686,F-07-02,D-0011,4,P-000626,LT-9m-PCC,W-68,560078,KSPDB-SD07-D-0011-627
P-000628,12.949389,77.595739,F-07-02,D-0011,5,P-000627,LT-8m-Steel,W-39,560078,KSPDB-SD07-D-0011-628
P-000629,12.949195,77.595604,F-07-02,D-0011,6,P-000628,LT-8m-Steel,W-30,560078,KSPDB-SD07-D-0011-629
P-000630,12.949479,77.59561,F-07-02,D-0011,5,P-000627,LT-8m-Steel,W-75,560078,KSPDB-SD07-D-0011-630
P-000631,12.949872,77.595333,F-07-02,D-0011,4,P-000626,LT-8m-PCC,W-88,560078,KSPDB-SD07-D-0011-631
P-000632,12.949741,77.595283,F-07-02,D-0011,5,P-000631,LT-8m-Steel,W-86,560078,KSPDB-SD07-D-0011-632
P-000633,12.949223,77.595557,F-07-02,D-0011,6,P-000628,LT-8m-Steel,W-83,,KSPDB-SD07-D-0011-633
P-000634,12.949641,77.595763,F-07-02,D-0011,6,P-000630,LT-8m-Steel,W-26,560078,KSPDB-SD07-D-0011-634
P-000635,12.949127,77.595449,F-07-02,D-0011,7,P-000633,LT-8m-Steel,W-79,560078,KSPDB-SD07-D-0011-635
P-000636,12.949341,77.595544,F-07-02,D-0011,7,P-000633,LT-8m-PCC,W-88,560078,KSPDB-SD07-D-0011-636
P-000637,12.949579,77.595795,F-07-02,D-0011,7,P-000634,LT-8m-Steel,W-93,560078,KSPDB-SD07-D-0011-637
P-000638,12.94926,77.595607,F-07-02,D-0011,8,P-000635,LT-8m-PCC,W-36,560078,
P-000639,12.949767,77.595699,F-07-02,D-0011,8,P-000637,LT-9m-PCC,W-23,560078,
P-000640,12.949171,77.595717,F-07-02,D-0011,9,P-000638,LT-9m-PCC,W-56,560078,KSPDB-SD07-D-0011-640
P-000641,12.949196,77.595718,F-07-02,D-0011,8,P-000636,LT-9m-PCC,W-69,560078,KSPDB-SD07-D-0011-641
P-000642,12.949267,77.595527,F-07-02,D-0011,9,P-000638,LT-9m-PCC,W-81,560078,KSPDB-SD07-D-0011-642
P-000643,12.94924,77.595687,F-07-02,D-0011,9,P-000638,LT-8m-Steel,W-40,560078,KSPDB-SD07-D-0011-643
P-000644,12.949395,77.595642,F-07-02,D-0011,9,P-000641,LT-8m-PCC,W-15,560078,KSPDB-SD07-D-0011-644
P-000645,12.949099,77.595498,F-07-02,D-0011,10,P-000643,LT-9m-PCC,W-57,560078,KSPDB-SD07-D-0011-645
P-000646,12.949155,77.595613,F-07-02,D-0011,11,P-000645,LT-8m-Steel,W-45,560078,KSPDB-SD07-D-0011-646
P-000647,12.949415,77.595604,F-07-02,D-0011,10,P-000644,LT-9m-PCC,W-84,560078,
P-000648,12.949133,77.595697,F-07-02,D-0011,11,P-000645,LT-8m-Steel,W-16,560078,
P-000649,12.949224,77.595892,F-07-02,D-0011,12,P-000648,LT-9m-PCC,W-92,560078,KSPDB-SD07-D-0011-649
P-000650,12.949149,77.596078,F-07-02,D-0011,13,P-000649,LT-8m-Steel,W-18,560078,KSPDB-SD07-D-0011-650
P-000651,12.949311,77.595767,F-07-02,D-0011,12,P-000648,LT-8m-Steel,W-81,560078,KSPDB-SD07-D-0011-651
P-000652,12.949177,77.595894,F-07-02,D-0011,13,P-000649,LT-8m-Steel,W-39,560078,KSPDB-SD07-D-0011-652
P-000653,12.949193,77.59576,F-07-02,D-0011,13,P-000649,LT-8m-Steel,W-60,560078,KSPDB-SD07-D-0011-653
P-000654,12.949047,77.59601,F-07-02,D-0011,13,P-000649,LT-8m-PCC,W-73,560078,
P-000655,12.949259,77.596064,F-07-02,D-0011,14,P-000652,LT-8m-Steel,W-24,560078,KSPDB-SD07-D-0011-655
P-000656,12.949201,77.59626,F-07-02,D-0011,15,P-000655,LT-8m-Steel,W-44,560078,KSPDB-SD07-D-0011-656
P-000657,12.948951,77.596099,F-07-02,D-0011,14,P-000654,LT-9m-PCC,W-60,560078,KSPDB-SD07-D-0011-657
P-000658,12.948851,77.596202,F-07-02,D-0011,15,P-000657,LT-9m-PCC,W-69,,KSPDB-SD07-D-0011-658
P-000659,12.949305,77.596133,F-07-02,D-0011,16,P-000656,LT-8m-PCC,W-82,560078,KSPDB-SD07-D-0011-659
P-000660,12.949396,77.596399,F-07-02,D-0011,16,P-000656,LT-9m-PCC,W-22,560078,KSPDB-SD07-D-0011-660
P-000661,12.949581,77.596212,F-07-02,D-0011,17,P-000660,LT-9m-PCC,W-47,560078,KSPDB-SD07-D-0011-661
P-000662,12.949251,77.596252,F-07-02,D-0011,17,P-000659,LT-8m-PCC,W-31,560078,KSPDB-SD07-D-0011-662
P-000663,12.94941,77.59631,F-07-02,D-0011,18,P-000661,LT-8m-Steel,W-15,560078,
P-000664,12.949226,77.596417,F-07-02,D-0011,18,P-000662,LT-8m-Steel,W-12,560078,KSPDB-SD07-D-0011-664
P-000665,12.949764,77.596309,F-07-02,D-0011,18,P-000661,LT-8m-Steel,W-28,560078,KSPDB-SD07-D-0011-665
P-000666,12.949301,77.596273,F-07-02,D-0011,19,P-000664,LT-8m-PCC,W-17,560078,KSPDB-SD07-D-0011-666
P-000667,12.949797,77.596461,F-07-02,D-0011,19,P-000665,LT-8m-PCC,W-40,560078,
P-000668,12.949148,77.596373,F-07-02,D-0011,19,P-000664,LT-8m-Steel,W-98,560078,KSPDB-SD07-D-0011-668
P-000669,12.94958,77.596409,F-07-02,D-0011,19,P-000665,LT-8m-PCC,W-16,560078,KSPDB-SD07-D-0011-669
P-000670,12.949333,77.596232,F-07-02,D-0011,20,P-000668,LT-9m-PCC,W-40,,KSPDB-SD07-D-0011-670
P-000671,12.949682,77.596469,F-07-02,D-0011,20,P-000669,LT-9m-PCC,W-83,560078,
P-000672,12.949412,77.596246,F-07-02,D-0011,21,P-000670,LT-8m-Steel,W-35,560078,KSPDB-SD07-D-0011-672
P-000673,12.949588,77.596141,F-07-02,D-0011,22,P-000672,LT-8m-PCC,W-59,560078,KSPDB-SD07-D-0011-673
P-000674,12.949597,77.59608,F-07-02,D-0011,23,P-000673,LT-9m-PCC,W-11,560078,KSPDB-SD07-D-0011-674
P-000675,12.949431,77.596342,F-07-02,D-0011,22,P-000672,LT-8m-Steel,W-37,560078,KSPDB-SD07-D-0011-675
P-000676,12.949501,77.596258,F-07-02,D-0011,22,P-000672,LT-8m-PCC,W-84,560078,KSPDB-SD07-D-0011-676
P-000677,12.949533,77.596287,F-07-02,D-0011,23,P-000675,LT-8m-PCC,W-18,560078,KSPDB-SD07-D-0011-677
P-000678,12.949575,77.596471,F-07-02,D-0011,24,P-000677,LT-8m-PCC,W-61,560078,KSPDB-SD07-D-0011-678
P-000679,12.949344,77.596458,F-07-02,D-0011,24,P-000677,LT-8m-PCC,W-23,560078,KSPDB-SD07-D-0011-679
P-000680,12.949349,77.596357,F-07-02,D-0011,24,P-000677,LT-8m-Steel,W-80,560078,KSPDB-SD07-D-0011-680
P-000681,12.972589,77.597392,F-07-04,D-0012,,,LT-9m-PCC,W-51,560078,
P-000682,12.972674,77.597253,F-07-04,D-0012,,,LT-8m-Steel,W-64,560078,KSPDB-SD07-D-0012-682
P-000683,12.972831,77.597347,F-07-04,D-0012,,,LT-9m-PCC,W-52,560078,KSPDB-SD07-D-0012-683
P-000684,12.972549,77.597339,F-07-04,D-0012,,,LT-8m-PCC,W-24,560078,KSPDB-SD07-D-0012-684
P-000685,12.972924,77.597283,F-07-04,D-0012,,,LT-8m-Steel,W-22,560078,
P-000686,12.972724,77.597583,F-07-04,D-0012,,,LT-8m-PCC,W-37,560078,KSPDB-SD07-D-0012-686
P-000687,12.972616,77.597205,F-07-04,D-0012,,,LT-8m-Steel,W-25,560078,KSPDB-SD07-D-0012-687
P-000688,12.972397,77.597522,F-07-04,D-0012,,,LT-9m-PCC,W-13,560078,KSPDB-SD07-D-0012-688
P-000689,12.972807,77.59721,F-07-04,D-0012,,,LT-8m-PCC,W-89,560078,KSPDB-SD07-D-0012-689
P-000690,12.972722,77.59762,F-07-04,D-0012,,,LT-8m-Steel,W-47,560078,KSPDB-SD07-D-0012-690
P-000691,12.972588,77.597276,F-07-04,D-0012,,,LT-8m-Steel,W-31,560078,KSPDB-SD07-D-0012-691
P-000692,12.972745,77.597033,F-07-04,D-0012,,,LT-8m-Steel,W-27,560078,KSPDB-SD07-D-0012-692
P-000693,12.972643,77.597292,F-07-04,D-0012,,,LT-8m-PCC,W-58,560078,KSPDB-SD07-D-0012-693
P-000694,12.972718,77.597377,F-07-04,D-0012,,,LT-9m-PCC,W-67,560078,KSPDB-SD07-D-0012-694
P-000695,12.972678,77.597441,F-07-04,D-0012,,,LT-9m-PCC,W-88,560078,KSPDB-SD07-D-0012-695
P-000696,12.972877,77.597229,F-07-04,D-0012,,,LT-9m-PCC,W-98,560078,KSPDB-SD07-D-0012-696
P-000697,12.9725,77.597321,F-07-04,D-0012,,,LT-9m-PCC,W-25,560078,KSPDB-SD07-D-0012-697
P-000698,12.972841,77.597333,F-07-04,D-0012,,,LT-9m-PCC,W-71,560078,KSPDB-SD07-D-0012-698
P-000699,12.973076,77.597299,F-07-04,D-0012,,,LT-9m-PCC,W-73,560078,KSPDB-SD07-D-0012-699
P-000700,12.972594,77.597386,F-07-04,D-0012,,,LT-8m-Steel,W-43,560078,KSPDB-SD07-D-0012-700
P-000701,12.973224,77.597188,F-07-04,D-0012,,,LT-8m-PCC,W-17,560078,KSPDB-SD07-D-0012-701
